,id,name,rating,category,pricing,num_reviews,street address,reviews,city,url
10,owYYuyLvlsdjLz68c3SSfg,Taboonette,4.5,"['Mediterranean', 'Middle Eastern', 'American (New)']",2.0,991,30 E 13th St,"['I absolutely loved my meal at this hidden gem!! I ordered the warm kale salad, which came with chickpeas, sweet potato, carrots, citrus cilantro...', 'Came here after a very exhausting flight for a simple dinner.\nSmall shop but really well maintained and clean inside with a cute design. Few spots to sit...', 'Folks this is the real deal when it comes to Israeli food . I wish we had this quality in the Bay Area  in California . \nWe were passing by on a Thu noon ,...']",New York City,https://www.yelp.com/biz/taboonette-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
11,6GAB0Rn6eBqCUO9Tx9BNgQ,bōm,5.0,['Korean'],,2,17 W 19th St,"[""Bōm is the new Korean meat-forward chef's table from the folks (literally and metaphorically) behind the Michelin 1 Star Oiji Mi. As a foodie who loves..."", ""Just... incredible. \n\nI'll preface this by saying I never write Yelp reviews for restaurants, but I've been fortunate enough to enjoy a lot of fine dining...""]",New York City,https://www.yelp.com/biz/b%C5%8Dm-new-york-3?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
12,5F9kZPnAleDYqCeCyvGJPA,Bad Roman,4.0,"['American (New)', 'Italian']",,86,10 Columbus Cir,"[""We were able to get a reservation months in advance for my girlfriend's birthday for Saturday night at 7pm. \n\nThe service was good and the interior is very..."", 'Immaculate vibes and the coolest bathroom -- it was giving Slytherin. The whipped ricotta and lemon cheesecake are musts. \n\nHowever, you can skip the roni...', ""Had to come see what all the hype was about! These days with the endless food influencers on Tik Tok and Instagram it's really easy for restaurants to go...""]",New York City,https://www.yelp.com/biz/bad-roman-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
13,SWK0AQ5KTDDCt8AtOhhasg,Malibu Farm New York,4.0,"['American (New)', 'Venues & Event Spaces', 'Beer, Wine & Spirits']",2.0,331,89 South St,"[""I had a solo dinner for NYC Restaurant Week. Service was great, portions were huge that I took half of my entree home. \n\nAppetizer: Helene's Long Island..."", ""I've lived in the Financial District area for 2 years and frequently pass Malibu Farm. I have always wondered if I'm missing out on Malibu Farm - they're..."", ""Overall rating: 3.4\n\nThe service was terrrible. Terrible.\n\nI have to disclose that I went with a group of 8 or so people, so maybe they don't like giving...""]",New York City,https://www.yelp.com/biz/malibu-farm-new-york-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
14,jAaVnUKLITkuhzwXIe0vLQ,Cafe Mogador,4.5,"['Moroccan', 'Breakfast & Brunch', 'Mediterranean']",2.0,1382,133 Wythe Ave,"[""Came here with some pals for brunch this past Sunday, which totally left me wondering why has it been so long since I've been here! The vibe is buzzing and..."", 'Decent food and nice vibes. \n\nWent to Cafe Mogador for dinner, the restaurant is really cute and had a nice ambience. The service was quick and efficient...', 'Service: it took over an hour to get our food, and then another 10 minutes for one of the entrees, they did not get our food right and they were not...']",New York City,https://www.yelp.com/biz/cafe-mogador-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
15,8SehQovJOuQDLbtzLLYLyw,RH Rooftop Restaurant New York,4.0,"['American (Traditional)', 'Wine Bars']",3.0,787,9 9th Ave,"[""I had a reservation for 7:00 pm at the th and when we arrived 5 minutes early they informed us that our table wasn't ready. we assumed that it would be a..."", 'I was nervous to try this place since I kept seeing it on Tiktok. However, this place absolutely exceeded my expectations and was most definitely...', 'A+ for ambiance- this is a place to bring a date or your in-laws to impress them with the decorations. We had a weekend reservation but the hostess only...']",New York City,https://www.yelp.com/biz/rh-rooftop-restaurant-new-york-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
16,eQ4QUGvuHGBzsOrphsVc6A,Kimura,4.5,"['Japanese', 'Hot Pot', 'Sushi Bars']",3.0,342,31 St Marks Pl,"[""I recently visited Kimura and I must say, it was an awesome experience. If you're a fan of Japanese cuisine and love to indulge in some hotpot goodness,..."", 'This is for my 3rd time here - the more I go, the lower the rating goes down lol \n\nAfter trying out all the nabe flavors (minus the all-veggies option), I...', ""As someone who's only had Chinese hot pot, I was eager to explore the Japanese hot pot realm. So when the weather announced the slightest hint of wind, I...""]",New York City,https://www.yelp.com/biz/kimura-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
17,WUc3CA6S8OjH3kiqv3eFOA,Sobak,5.0,['Korean'],2.0,16,51B Canal St,"['Went with a healthy lunch today after my workout! Popped in and was able to try their signature Bibimbap- incredible flavor and so filling! Highly recommend...', 'I went there with my friends and they all say the food was really good & I really love staff members they are very friendly to me & my friends & the...', ""Although I'm sad that this new restaurant took over the old Perfect Taste, I'm glad to see that it's alive again. Still a literal hole in the wall, the...""]",New York City,https://www.yelp.com/biz/sobak-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
18,IA3EQ0Ilx0yI7dNYnq-YGQ,Salma,4.5,"['Lebanese', 'Breakfast & Brunch', 'Sandwiches']",2.0,154,351 E 12th St,"['We came in as a big party on a Friday night and it was packed. Definitely make reservations. The place is a cute tiny restaurant, so definitely call for...', 'Salma is a beautiful, homey restaurant! Went with a few girlfriends to catch up and we had the most amazing experience. We decided to get the Labneh + the...', 'This was our first time at a Lebanese restaurant, and the lady who served us put us completely at our ease and advised us on what we should order. She...']",New York City,https://www.yelp.com/biz/salma-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
19,ehUuSk5gPTCQmwS_ubgKRA,Upstate Craft Beer & Oyster Bar,4.5,['Seafood'],2.0,2051,95 1st Ave,"[""Upstate Craft Beer and Oyster Bar in Manhattan is a must-visit for anyone looking for delicious oysters, craft beer, and a welcoming atmosphere. You're..."", 'Dining solo, a Friday night, I had a reservation (recommended) and arrived a few minutes early. Not a problem. The friendly hostess said I had a choice of...', 'THE hangout spot for oyster-lovers! Great happy hour deals, $12 for 6 oysters (3-types to choose from) + beer; $19 for wine. I came with a party of 4 and...']",New York City,https://www.yelp.com/biz/upstate-craft-beer-and-oyster-bar-new-york-4?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
20,qBGKigOGn_flCx1apxPzlA,Piccola Cucina Osteria,4.5,['Italian'],2.0,773,196 Spring St,"['A quaint Sicilian Italian restaurant, with wonderful staff that would randomly dance together. Service was amazing and took care of you, never had to ask...', 'Foods are good. The vibe is terrible - both indoor and outdoor. Really wish they could enlarge the space a little bit - or diminish the amount the tables....', ""I want to start off by stating that this restaurant is incredibly tiny and if you're looking to eat with a group larger than four (or maybe even larger than...""]",New York City,https://www.yelp.com/biz/piccola-cucina-osteria-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
21,y2dSu-qwp1BmLfQRn_c-1Q,Bar Lula,4.5,"['Cocktail Bars', 'Mexican', 'Latin American']",,46,132 1st Ave,"['The food, service and ambiance is a breathe of fresh air in this neighborhood. Such a great vibe for a night out with friends or a date. Came here with...', ""From the team of Wildair comes this nice bar downtown that's great for drinks and shareable plates. \n\nThe Frida drink is a hit or miss - unfortunately it..."", 'So glad we tried this place -- great for small groups or a date. The food was tasty and very unique -- cool to try fusion food. \n\nThe beef tartare was my...']",New York City,https://www.yelp.com/biz/bar-lula-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
22,fMf4P22m65creknIICuaXA,Kuun,4.5,['Korean'],3.0,221,290 Livingston St,"[""I've had Korean food all over the world, including in Seoul, South Korea. \n\nKUUN may have been one of the best meals of my life and certainly top 3 Korean..."", ""Great vibes/interior, good food, small portions for the price. Good for a date night, but I wouldn't go out of my way to come again.\n\nAll the food was..."", 'Ambiance 5/5: the decor and vibe is cute. Great date night place or catch up with friends and the inside is aesthetically pleasing\n\nService: 3.75/5 they...']",New York City,https://www.yelp.com/biz/kuun-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
23,X8ZS-dgiMIJvhwf9SaDnjw,Wah Fung No 1,4.5,"['Fast Food', 'Cantonese']",1.0,2001,79 Chrystie St,"['The notable Wah Fung for value eats...definitely was on my to-eat list!\n\nShared a two item: roast pork and duck with my friend. We were going to eat another...', ""Maybe I'm spoiled because of all the time I got to spend in Chinatown out in San Francisco.\n\nI'm a huge fan of finding tasty food at a good price. And while..."", ""I went here today after my college class. \nYou have to wait in line for about 10 to 15 minutes because there's so many people waiting to go but the line...""]",New York City,https://www.yelp.com/biz/wah-fung-no-1-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
24,Bn25orKr4DP_Onk3iS-QZw,Mắm,4.5,['Vietnamese'],,26,70 Forsyth St,"[""I am Obsessed. Great value for this quaint spot with unique Vietnamese dishes you won't find in your typical NY restaurant. We didn't realize we had to make..."", ""Authentic. \n\nThis little mom and pop shop serves up some good ass bo bun hue. When you see a pork knuckle in there, you know it's the real deal. \n\nWe had..."", ""I've tried Vietnamese food all around the country, including the hubs known for it like Northern and Southern California. I wish NYC had authentic and...""]",New York City,https://www.yelp.com/biz/m%E1%BA%AFm-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
25,uoT2_Wrt1noD6kZOID7tUg,Jane Restaurant,4.0,"['Breakfast & Brunch', 'American (New)', 'Bars']",2.0,3492,100 W Houston St,"['Our server Dan was incredible!! The best service I have ever received, made the evening so wonderful and enjoyable. Would go back here solely for Dan.', 'We made reservations for brunch, arrived early, and still got seated right away. Our server was kind, friendly, and prompt. I was so surprised that even...', 'Came here with friends for a weekend brunch, and had a great time! The atmosphere is very lively and bright, so very good for friends gathering or...']",New York City,https://www.yelp.com/biz/jane-restaurant-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
26,v9bbNVQUA0OJzJKAcn_r4w,Hole In The Wall - Williamsburg,4.0,"['Australian', 'Breakfast & Brunch', 'Coffee & Tea']",2.0,144,292 Bedford Ave,"[""I've come here numerous times for dinner, happy hour, late night, and now for brunch. This place is an absolute gem. Decided to try the cheesy burger, and..."", '1st time, we loved this Australian Restaurant! The reasons we took off 2stars, the Music was Too loud we needed to talk to each other very loud all the...', 'This place is always super crowded whenever I pass by during weekend brunch hours, but I got lucky with plenty of tables at noon on a Sunday! The Brazilian...']",New York City,https://www.yelp.com/biz/hole-in-the-wall-brooklyn-3?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
27,cRsIsiuoV11zX8oLY8brhQ,DumboLuv,4.5,"['American (New)', 'Wine Bars']",,9,54 Jay St,"[""It'd be difficult to guess that this tiny bar tucks away delightful culinary eats. Not only does the menu change every weekend, but the majority of the..."", 'DumboLuv is definitely really awesome. The look of this place is really nice. Each and every single item that we have ordered was extremely fresh and...', 'I love the concept of dumboLUV!!  A true neighborhood gem -- a wine bar serves a farm to table dinner on Saturday nights only.  Seasonal ingredients are...']",New York City,https://www.yelp.com/biz/dumboluv-brooklyn-3?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
28,nHMDOIX32dGbfpuNUwsLNQ,AlMar,4.0,"['Italian', 'Breakfast & Brunch', 'Cocktail Bars']",2.0,494,111 Front St,"[""Welcome to Almar, where the ambiance is dimmed and the wall mirrors are huge (and not just for taking selfies, I promise). Let's dive into the food and see..."", ""Came here at 6:15PM on a Friday night. There was already a good amount of people inside so I'm glad we made reservations ahead of time. We got seated and..."", 'My girlfriend and I came here while we were exploring around Dumbo to check out the food scene in the area. AlMar sticked out to us as a classy and cute...']",New York City,https://www.yelp.com/biz/almar-brooklyn-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
29,5CuYWr0-cE01HxlBu5Ka6g,Carne Mare,4.5,"['Steakhouses', 'Italian', 'Seafood']",,184,89 South St,"[""I came here for my boyfriend's birthday on a Saturday night and it was amazing! To start off, we had to change our reservation time at the last minute and..."", 'Food - good but pretty standard for steak in NYC\nAmbiance - Friday night was 60% bridge and tunnel \nService - 0/5, took 30min to get table, 60 min after...', 'Romantic dinner restaurant with excellent views.\n\nExcellent tuna appetizer and steak entree was favorite steak in nyc.']",New York City,https://www.yelp.com/biz/carne-mare-new-york-5?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
30,lynQoI3w_pzYfHGeuUU-Qg,Shu Jiao Fu Zhou,4.5,['Chinese'],1.0,1210,295 Grand St,"[""I haven't eaten there in a long while but this is my GO TO spot for frozen dumplings. This is my home cooked version of chili oil dumplings using Shu Jiao..."", 'I saw this place on TikTok about being really cheap and having dumplings for a bargain price. When I got there I realized everything was still very cheap...', ""Fujianese dumplings. Cash only. Fast but not too fast. Line moves quickly. Not easy to find a seat but you want to eat these quickly. If it's nice out just...""]",New York City,https://www.yelp.com/biz/shu-jiao-fu-zhou-new-york-2?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
31,6G0urbBDz_CnYnGXApgUcw,Boutros,4.5,"['American (New)', 'Middle Eastern', 'Cocktail Bars']",3.0,189,185 Atlantic Ave,"['This place is awesome! For context, I hardly ever eat or really enjoy hummus, but for whatever reason, I had a good feeling about the short rib hummus dish....', ""It started off strong with the Short rib shawarma hummus and fresh pita. But we weren't fans of the entrees we ordered. \n\nFor $30 the roasted half chicken..."", 'Service: The pair of us were seated quickly on a Saturday brunch time. Once seated, the service was relatively slow and we spent a while before putting in...']",New York City,https://www.yelp.com/biz/boutros-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
32,oe8GEFE4QLFAKt87y7zcgA,Very Fresh Noodles,4.5,"['Taiwanese', 'Chinese', 'Noodles']",2.0,1365,409 W 15th St,"['SO GOOD!!\n\nAfter a long day of walking around, we grabbed dinner at the famous Chelsea market. Honestly the smell of the noodle shop got me to come and they...', 'My friends recommend me this place because they know I like noodles and Very Fresh Noodles sell the type of noodles I will like. On the last rainy Saturday...', 'Cumin lamb noodle soup is my go to here! The broth always has the right amount of spice and flavor, good portions of meat and lots of greens on top. The...']",New York City,https://www.yelp.com/biz/very-fresh-noodles-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
33,D0EV-xXaUUi35raZ_hWg-w,Momofuku Ssam Bar,4.0,"['Asian Fusion', 'American (New)', 'Steakhouses']",3.0,113,89 South St,"[""Service: They were very attentive towards our table and cooked the meat to how we liked it. Also checked in with us multiple times to make sure we didn't..."", ""Definitely recommend! Great date night or special dinner spot!\nWe came here for a Valentine's Day dinner (kudos to my husband for making the surprise..."", 'I booked the restaurant to celebrate birthday with my friends. One of the staffs dropped foods on the table twice while serving/BBQ and said no...']",New York City,https://www.yelp.com/biz/momofuku-ssam-bar-new-york-6?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
34,aZ_a78wVWnQnV6BdMwcFVA,YUBU,4.5,['Korean'],2.0,301,86 E 7th St,"[""Oh. My. GOD??? This was genuinely one of the best snacks I've ever had. The spicy chicken yubu and the salmon with spicy mayo yubu were BOTH 10/10. I never..."", ""This is a cute hole in the wall. There's outdoor seating only. If you want indoor seating check out the Grand Street location.\n\nThe server were friendly...."", 'I recently stopped by Yubu for a Korean-inspired afternoon snack while strolling through the East Village, and it was the perfect pit-stop! Although the...']",New York City,https://www.yelp.com/biz/yubu-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
35,97q5nUQTuBo_h00XCxna2A,Tasty Hand-Pulled Noodles,4.0,"['Chinese', 'Noodles']",2.0,1823,1 Doyers St,"['Came here on a Friday night when it was peak busy. There were plenty of tables outdoors but the wait was probably still half an hour. It all ended up being...', 'True to its name, the noodles are long and tasty. I came here for dinner Friday and was thankfully seated right away since it was just two of us. I ordered...', ""I mean this place is pretty much one of the essential no frills spot to get Chinese comfort food. You'll find it on Doyers Street within Chinatown, in range...""]",New York City,https://www.yelp.com/biz/tasty-hand-pulled-noodles-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
36,gl9UKHI6G-JhIBjjLFOhYA,High Lúa Vietnamese Kitchen,4.5,['Vietnamese'],2.0,278,182 S 2nd St,"['i enjoyed the food here w my girlfriend and we often think back to it and need to go back. Cool vibe and hot delicious broth always a plus for jalapeños...', ""Honestly, I'm so disappointed. Was craving Vietnamese food on this chilly night. Yelp reviews were hyping it up. This, we decided to try. \n\nIt was a small..."", ""I have been trying to find solid Vietnamese restaurants in NYC and I think I'll have to put this on my list of places to recommend. The service at this...""]",New York City,https://www.yelp.com/biz/high-l%C3%BAa-vietnamese-kitchen-brooklyn?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
37,vEvOcLuD99EMWJghbc_9ag,Kebaya,4.5,"['Malaysian', 'Singaporean', 'Cocktail Bars']",,13,20 E 17th St,"['Tried this on a Wednesday night and easily got a table. The restaurant was a little less than half full, street parking was relatively easy to find on a...', 'This passes the Peranakan test, as attested by actual Peranakans I dined with.\n\nFirst off, I detest Laut. I went there before they got their Michelin star...', 'Having been to both Laut and Singapura, I had high hopes for Kebaya being it was by the same chef. Unfortunately I was a bit disappointed. The food was good...']",New York City,https://www.yelp.com/biz/kebaya-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
38,lEH8EUPX3Zn_trHauIycYw,Aoi Kitchen,4.5,"['Izakaya', 'Japanese Curry']",2.0,221,320 E 6th St,"[""We stopped to have a late lunch, and were so happy we did. The menu is simple and sooo good.  \n\nIt's a casual place and has a chill vide. Service was..."", 'Located in the heart of East Village, it is a Western influenced Japanese restaurant. The interior is cute and not-so-loud music would make it a good first...', ""Ordered the Mentaiko Pasta for takeaway and was pretty happy. It's a very creamy saucy pasta topped with mentaiko, an egg, and furikake. I would suggest...""]",New York City,https://www.yelp.com/biz/aoi-kitchen-new-york?adjust_creative=poaE66MvnpKuwjo08pSL0Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=poaE66MvnpKuwjo08pSL0Q
